,Borehole ID,Latitude,Longitude,Elevation (ft),In-situ Test #,Test Elevation (ft),SPTN,Layer #,Layer Top Elevation (ft),Layer Bottom Elevation (ft),Soil Description,USCS,Lithology,Density / Consistency
14389,142976,47.83048004,-122.264239,378.6,4,363.6,141.0,1,378.6,362.6,"Gravel, brown, silty, sandy fine to medium",,Sandy gravel,
14390,142978,47.83193608,-122.2639517,388.8,1,386.3,4.0,1,388.8,369.8,"Sand, gray, silty, gravelly fine to medium; silt, organic",,Gravelly sand,
14391,142978,47.83193608,-122.2639517,388.8,2,381.3,4.0,1,388.8,369.8,"Sand, gray, silty, gravelly fine to medium; silt, organic",,Gravelly sand,
14392,142978,47.83193608,-122.2639517,388.8,3,376.3,19.0,1,388.8,369.8,"Sand, gray, silty, gravelly fine to medium; silt, organic",,Gravelly sand,
14393,142978,47.83193608,-122.2639517,388.8,4,371.3,36.0,1,388.8,369.8,"Sand, gray, silty, gravelly fine to medium; silt, organic",,Gravelly sand,
14394,142978,47.83193608,-122.2639517,388.8,5,370.8,56.0,1,388.8,369.8,"Sand, gray, silty, gravelly fine to medium; silt, organic",,Gravelly sand,
14395,142979,47.8313482,-122.2618999,354.9,1,354.9,34.0,1,354.9,350.9,"Sand and gravel, brown, dense",,Gravelly sand,
14396,142979,47.8313482,-122.2618999,354.9,2,349.9,44.0,2,350.9,325.9,"Sand fine to coarse, with silt and gravel, brown, dense",,Sand,
14397,142979,47.8313482,-122.2618999,354.9,3,344.9,91.0,2,350.9,325.9,"Sand fine to coarse, with silt and gravel, brown, dense",,Sand,
14398,142979,47.8313482,-122.2618999,354.9,4,339.9,160.0,2,350.9,325.9,"Sand fine to coarse, with silt and gravel, brown, dense",,Sand,
14399,142979,47.8313482,-122.2618999,354.9,5,334.9,145.0,2,350.9,325.9,"Sand fine to coarse, with silt and gravel, brown, dense",,Sand,
14400,142979,47.8313482,-122.2618999,354.9,6,329.9,117.0,2,350.9,325.9,"Sand fine to coarse, with silt and gravel, brown, dense",,Sand,
14401,142979,47.8313482,-122.2618999,354.9,7,324.9,115.0,3,325.9,323.4,"Sand, fine to coarse, brown and rust, very dense",,Sand,
14402,142980,47.83114814,-122.2617519,369.7,1,369.7,23.0,1,369.7,360.7,"Sand, gravel and cobbles, silty, brown, medium dense to very dense",,Gravelly sand,
14403,142980,47.83114814,-122.2617519,369.7,2,364.7,137.0,1,369.7,360.7,"Sand, gravel and cobbles, silty, brown, medium dense to very dense",,Gravelly sand,
14404,142980,47.83114814,-122.2617519,369.7,4,354.7,134.0,2,360.7,346.7,"Sand, gravel and cobbles, gray, very dense",,Gravelly sand,
14405,142980,47.83114814,-122.2617519,369.7,6,344.7,133.0,3,346.7,340.7,"Sand, fine to coarse, slightly silty, brown, very dense",,Sand,
14406,142980,47.83114814,-122.2617519,369.7,7,339.7,92.0,4,340.7,335.7,"Sand, fine to coarse slightly silty gravel, very dense",,Sand,
14407,142980,47.83114814,-122.2617519,369.7,8,334.7,141.0,5,335.7,329.7,"Sand, silty sand and silt, layered, gray, very dense",,Sand,
14408,142980,47.83114814,-122.2617519,369.7,9,329.7,173.0,6,329.7,326.7,"Sand, fine to coarse, cobbles, gray, very dense",,Sand,
14409,142980,47.83114814,-122.2617519,369.7,10,325.7,135.0,7,326.7,324.7,"Sand, silty with gravel, gray, very dense",,Silty sand,
14410,142981,47.83087605,-122.2616456,359.3,1,359.3,20.0,1,359.3,354.3,"Sand and gravel with cobbles, silty, brown, medium dense",,Gravelly sand,
14411,142981,47.83087605,-122.2616456,359.3,2,354.3,88.0,2,354.3,345.3,"Sand, silty, with gravel and cobbles, gray, very dense",,Silty sand,
14412,142981,47.83087605,-122.2616456,359.3,3,349.3,80.0,2,354.3,345.3,"Sand, silty, with gravel and cobbles, gray, very dense",,Silty sand,
14413,142981,47.83087605,-122.2616456,359.3,4,344.3,154.0,3,345.3,340.3,"Sand, fine to coarse, with gravel and cobbles, gray, very dense",,Sand,
14414,142981,47.83087605,-122.2616456,359.3,5,339.3,55.0,4,340.3,332.3,"Sandy organic silt, with gravel, brown, very dense",,Sandy silt,
14415,142981,47.83087605,-122.2616456,359.3,6,334.3,58.0,4,340.3,332.3,"Sandy organic silt, with gravel, brown, very dense",,Sandy silt,
14416,142981,47.83087605,-122.2616456,359.3,7,329.3,75.0,5,332.3,325.3,"Sandy silt with gravel, brown, very dense",,Sandy silt,
14417,142981,47.83087605,-122.2616456,359.3,8,324.3,110.0,6,325.3,317.3,"Sand and silty sand with gravel and wood, brown, very dense",,Sand,
14418,142981,47.83087605,-122.2616456,359.3,9,319.3,48.0,6,325.3,317.3,"Sand and silty sand with gravel and wood, brown, very dense",,Sand,
14419,142982,47.83227721,-122.263424,388.2,1,388.2,70.0,1,388.2,380.2,"Brown silty fine to coarse sand with organic material, gravel",,Silty sand,
14420,142982,47.83227721,-122.263424,388.2,2,383.2,20.0,1,388.2,380.2,"Brown silty fine to coarse sand with organic material, gravel",,Silty sand,
14421,142982,47.83227721,-122.263424,388.2,3,378.2,27.0,2,380.2,373.2,Gray silty fine to coarse sand with gravel and cobbles,,Silty sand,
14422,142982,47.83227721,-122.263424,388.2,4,373.2,107.0,3,373.2,367.2,Brown and gray silty and slightly silty fine and fine to coarse sand with pockets of sandy gravel,,Silty sand,
14423,142982,47.83227721,-122.263424,388.2,5,368.2,117.0,3,373.2,367.2,Brown and gray silty and slightly silty fine and fine to coarse sand with pockets of sandy gravel,,Silty sand,
14424,142982,47.83227721,-122.263424,388.2,6,363.2,165.0,4,367.2,352.7,"Gray and brown sandy silt, silty fine sand with gravel",,Sandy silt,
14425,142982,47.83227721,-122.263424,388.2,7,358.2,53.0,4,367.2,352.7,"Gray and brown sandy silt, silty fine sand with gravel",,Sandy silt,
14426,142983,47.83155776,-122.2622073,349.7,1,349.7,15.0,1,349.7,344.7,"Brown silty fine to coarse sand with organic material, gravel",,Silty sand,
14427,142983,47.83155776,-122.2622073,349.7,2,344.7,62.0,2,344.7,331.7,Brown and gray silty and slightly silty fine and fine to coarse sand with pockets of sandy gravel,,Silty sand,
14428,142983,47.83155776,-122.2622073,349.7,3,339.7,112.0,2,344.7,331.7,Brown and gray silty and slightly silty fine and fine to coarse sand with pockets of sandy gravel,,Silty sand,
14429,142983,47.83155776,-122.2622073,349.7,5,329.7,112.0,3,331.7,312.7,"Gray and brown sandy silt, silty fine sand with gravel",,Sandy silt,
14430,142983,47.83155776,-122.2622073,349.7,6,324.7,108.0,3,331.7,312.7,"Gray and brown sandy silt, silty fine sand with gravel",,Sandy silt,
14431,142983,47.83155776,-122.2622073,349.7,7,319.7,95.0,3,331.7,312.7,"Gray and brown sandy silt, silty fine sand with gravel",,Sandy silt,
14432,142983,47.83155776,-122.2622073,349.7,8,314.7,115.0,3,331.7,312.7,"Gray and brown sandy silt, silty fine sand with gravel",,Sandy silt,
14433,142984,47.83207346,-122.2631256,370.9,1,370.9,25.0,1,370.9,363.9,"Brown silty fine to coarse sand with organic material, gravel",,Silty sand,
14434,142984,47.83207346,-122.2631256,370.9,2,365.9,13.0,1,370.9,363.9,"Brown silty fine to coarse sand with organic material, gravel",,Silty sand,
14435,142984,47.83207346,-122.2631256,370.9,3,360.9,6.0,2,363.9,359.9,Gray sand and brown organic silty sand with peat and wood,,Sand,
14436,142984,47.83207346,-122.2631256,370.9,4,358.4,56.0,3,359.9,345.9,Gray silty fine to coarse sand with gravel and cobbles,,Silty sand,
14437,142984,47.83207346,-122.2631256,370.9,5,355.9,49.0,3,359.9,345.9,Gray silty fine to coarse sand with gravel and cobbles,,Silty sand,
14438,142984,47.83207346,-122.2631256,370.9,6,350.9,26.0,3,359.9,345.9,Gray silty fine to coarse sand with gravel and cobbles,,Silty sand,
14439,142984,47.83207346,-122.2631256,370.9,9,335.9,132.0,5,341.9,334.9,"Gray and brown sandy silt, silty fine sand with gravel",,Sandy silt,
14440,142985,47.83128398,-122.2618182,369.8,1,369.8,37.0,1,369.8,364.8,Brown silty gravelly sand with cobbles,,Gravelly sand,
14441,142985,47.83128398,-122.2618182,369.8,2,364.8,84.0,2,364.8,325.8,Brown and gray silty and slightly silty fine and fine to coarse sand with pockets of sandy gravel,,Silty sand,
14442,142985,47.83128398,-122.2618182,369.8,3,359.8,88.0,2,364.8,325.8,Brown and gray silty and slightly silty fine and fine to coarse sand with pockets of sandy gravel,,Silty sand,
14443,142985,47.83128398,-122.2618182,369.8,4,354.8,100.0,2,364.8,325.8,Brown and gray silty and slightly silty fine and fine to coarse sand with pockets of sandy gravel,,Silty sand,
14444,142985,47.83128398,-122.2618182,369.8,5,349.8,121.0,2,364.8,325.8,Brown and gray silty and slightly silty fine and fine to coarse sand with pockets of sandy gravel,,Silty sand,
14445,142985,47.83128398,-122.2618182,369.8,6,344.8,101.0,2,364.8,325.8,Brown and gray silty and slightly silty fine and fine to coarse sand with pockets of sandy gravel,,Silty sand,
14446,142985,47.83128398,-122.2618182,369.8,7,339.8,97.0,2,364.8,325.8,Brown and gray silty and slightly silty fine and fine to coarse sand with pockets of sandy gravel,,Silty sand,
14447,142985,47.83128398,-122.2618182,369.8,8,334.8,92.0,2,364.8,325.8,Brown and gray silty and slightly silty fine and fine to coarse sand with pockets of sandy gravel,,Silty sand,
14448,142985,47.83128398,-122.2618182,369.8,9,329.8,122.0,2,364.8,325.8,Brown and gray silty and slightly silty fine and fine to coarse sand with pockets of sandy gravel,,Silty sand,
14449,142986,47.83106319,-122.2614663,399.8,1,399.8,7.0,1,399.8,389.8,"Brown slightly organic silty, gravelly sand",,Gravelly sand,
14450,142986,47.83106319,-122.2614663,399.8,2,392.3,9.0,1,399.8,389.8,"Brown slightly organic silty, gravelly sand",,Gravelly sand,
14451,142986,47.83106319,-122.2614663,399.8,3,387.3,22.0,2,389.8,379.8,Brown silty gravelly sand with cobbles,,Gravelly sand,
14452,142986,47.83106319,-122.2614663,399.8,4,382.3,32.0,2,389.8,379.8,Brown silty gravelly sand with cobbles,,Gravelly sand,
14453,142986,47.83106319,-122.2614663,399.8,6,372.3,127.0,3,379.8,365.8,"Brown and gray, silty, gravelly fine to coarse sand and gravelly, sandy silt with cobbles",,Gravelly sand,
14454,142986,47.83106319,-122.2614663,399.8,7,367.3,95.0,3,379.8,365.8,"Brown and gray, silty, gravelly fine to coarse sand and gravelly, sandy silt with cobbles",,Gravelly sand,
14455,142986,47.83106319,-122.2614663,399.8,8,362.3,81.0,4,365.8,329.8,Brown and gray silty and slightly silty fine and fine to coarse sand with pockets of sandy gravel,,Silty sand,
14456,142986,47.83106319,-122.2614663,399.8,9,357.3,150.0,4,365.8,329.8,Brown and gray silty and slightly silty fine and fine to coarse sand with pockets of sandy gravel,,Silty sand,
14457,142986,47.83106319,-122.2614663,399.8,10,352.3,85.0,4,365.8,329.8,Brown and gray silty and slightly silty fine and fine to coarse sand with pockets of sandy gravel,,Silty sand,
14458,142986,47.83106319,-122.2614663,399.8,12,342.3,98.0,4,365.8,329.8,Brown and gray silty and slightly silty fine and fine to coarse sand with pockets of sandy gravel,,Silty sand,
14459,142986,47.83106319,-122.2614663,399.8,13,337.3,125.0,4,365.8,329.8,Brown and gray silty and slightly silty fine and fine to coarse sand with pockets of sandy gravel,,Silty sand,
14460,142986,47.83106319,-122.2614663,399.8,14,332.3,96.0,4,365.8,329.8,Brown and gray silty and slightly silty fine and fine to coarse sand with pockets of sandy gravel,,Silty sand,
14461,142987,47.83094947,-122.2623019,376.3,1,373.8,7.0,2,375.3,370.3,Medium brown to gray fine to medium grained silty sand with few 1/2 inch sub-rounded pebbles,,Silty sand,
14462,142987,47.83094947,-122.2623019,376.3,2,368.8,46.0,3,370.3,366.3,50 percent medium brown-gray medium grained sand 50 percent 0.25-2 inch minus sub-rounded sub-angular gravel,,Sand,
14463,142987,47.83094947,-122.2623019,376.3,3,363.8,34.0,4,366.3,354.3,"Medium gray brown very poorly sorted silty sand, gritty with less than 10 percent gravel to 0.75 inch minus sub-rounded",,Silty sand,
14464,142987,47.83094947,-122.2623019,376.3,4,353.8,122.0,5,354.3,349.3,"Medium gray-brown, very poorly sorted silty sand with 15-20 percent gravel to 0.25 inches sub-angular, sub-rounded",,Silty sand,
14465,142988,47.83115907,-122.2622117,352.9,1,345.4,67.0,3,345.9,343.9,Medium gray brown very poorly sorted silty sand with 10 percent 0.75 inch sub-rounded gravel,,Silty sand,
14466,142988,47.83115907,-122.2622117,352.9,2,340.4,94.0,7,340.9,339.4,Medium gray brown very poorly sorted silty sand with 10 percent 2 inch sub-rounded gravel,,Silty sand,
14467,142988,47.83115907,-122.2622117,352.9,3,330.4,102.0,9,337.4,323.4,"Gravel, medium black-gray, very poorly sorted silty sand (40 percent), brown 0.25-0.75 inch minus sub-rounded gravel (60 percent) in firm compact mass",,Sandy gravel,
14468,142988,47.83115907,-122.2622117,352.9,4,325.4,179.0,9,337.4,323.4,"Gravel, medium black-gray, very poorly sorted silty sand (40 percent), brown 0.25-0.75 inch minus sub-rounded gravel (60 percent) in firm compact mass",,Sandy gravel,
14469,142988,47.83115907,-122.2622117,352.9,5,320.4,49.0,10,323.4,310.9,"Medium gray, somewhat clayey, sandy silt, compact, firm, few pebbles",,Sandy silt,
14470,142988,47.83115907,-122.2622117,352.9,6,315.4,47.0,10,323.4,310.9,"Medium gray, somewhat clayey, sandy silt, compact, firm, few pebbles",,Sandy silt,
14471,142988,47.83115907,-122.2622117,352.9,7,310.4,54.0,11,310.9,308.99999847,"Medium green-gray varved silt and medium green-gray poorly sorted very fine to coarse silty sand in 9-10 inch beds, rare pebbles",,Silt,
14472,142989,47.83132122,-122.262111,349.2,1,341.7,120.0,3,343.2,339.2,"Medium gray-brown, very poorly sorted, silty sand with 20 percent 0.75 inch sub-rounded gravel",,Silty sand,
14473,142989,47.83132122,-122.262111,349.2,2,336.7,73.0,4,339.2,317.2,"Medium brown, very well sorted medium grained sand, damp, not saturated",,Sand,
14474,142989,47.83132122,-122.262111,349.2,3,331.7,50.0,4,339.2,317.2,"Medium brown, very well sorted medium grained sand, damp, not saturated",,Sand,
14475,142989,47.83132122,-122.262111,349.2,4,326.7,48.0,4,339.2,317.2,"Medium brown, very well sorted medium grained sand, damp, not saturated",,Sand,
14476,142989,47.83132122,-122.262111,349.2,5,321.7,58.0,4,339.2,317.2,"Medium brown, very well sorted medium grained sand, damp, not saturated",,Sand,
14477,142989,47.83132122,-122.262111,349.2,6,316.7,93.0,5,317.2,311.2,"Medium green-gray, poorly sorted very fine to medium grained silty sand with 2 inch dark red-brown limonite stained layer",,Silty sand,
14478,142989,47.83132122,-122.262111,349.2,7,311.7,97.0,5,317.2,311.2,"Medium green-gray, poorly sorted very fine to medium grained silty sand with 2 inch dark red-brown limonite stained layer",,Silty sand,
14479,142989,47.83132122,-122.262111,349.2,8,306.7,48.0,7,310.2,305.29999847,"Medium gray-brown, very poorly sorted, silty sand with 15-20 percent 0.5 inch sub-rounded gravel",,Silty sand,
14480,142990,47.8315077,-122.2619759,359.0,1,351.5,4.0,2,353.0,348.60000038,"Medium brown, very poorly sorted medium to coarse sand with 50 percent 0.75 inch minus sub-rounded gravel",,Sand,
14481,142990,47.8315077,-122.2619759,359.0,2,346.5,29.0,3,348.60000038,327.0,"Medium brown fair sorted medium to coarse grain sand with 10 percent pebbles to greater than 2 inch minus, sub-angular",,Sand,
14482,142990,47.8315077,-122.2619759,359.0,3,341.5,53.0,3,348.60000038,327.0,"Medium brown fair sorted medium to coarse grain sand with 10 percent pebbles to greater than 2 inch minus, sub-angular",,Sand,
14483,142990,47.8315077,-122.2619759,359.0,4,336.5,65.0,3,348.60000038,327.0,"Medium brown fair sorted medium to coarse grain sand with 10 percent pebbles to greater than 2 inch minus, sub-angular",,Sand,
14484,142990,47.8315077,-122.2619759,359.0,5,331.5,32.0,3,348.60000038,327.0,"Medium brown fair sorted medium to coarse grain sand with 10 percent pebbles to greater than 2 inch minus, sub-angular",,Sand,
14485,142990,47.8315077,-122.2619759,359.0,6,326.5,50.0,4,327.0,322.0,"Medium brown-gray and red brown silty sand, limonite stained",,Silty sand,
14486,142990,47.8315077,-122.2619759,359.0,7,321.5,83.0,5,322.0,320.20000076,"As above, only slightly silty, limonite streak and few pebbles noted",,Silty sand,
14487,142991,47.83112608,-122.2616363,383.9,1,381.4,12.0,2,382.65,376.9,Medium brown coarse gravelly sand and 60 percent 0.25-2 inch sub-rounded gravel,,Sandy gravel,
14488,142991,47.83112608,-122.2616363,383.9,2,376.4,8.0,3,376.9,366.9,"Medium brown, soft, poorly sorted, fine to coarse silty sand, scattered pebbles",,Silty sand,
14489,142991,47.83112608,-122.2616363,383.9,3,371.4,52.0,3,376.9,366.9,"Medium brown, soft, poorly sorted, fine to coarse silty sand, scattered pebbles",,Silty sand,
14490,142991,47.83112608,-122.2616363,383.9,4,366.4,85.0,4,366.9,345.4,"Medium brown, fair sorted, medium to coarse gravelly sand with few 0.5 inch pebbles",,Gravelly sand,
14491,142991,47.83112608,-122.2616363,383.9,5,361.4,72.0,4,366.9,345.4,"Medium brown, fair sorted, medium to coarse gravelly sand with few 0.5 inch pebbles",,Gravelly sand,
14492,142991,47.83112608,-122.2616363,383.9,6,356.4,65.0,4,366.9,345.4,"Medium brown, fair sorted, medium to coarse gravelly sand with few 0.5 inch pebbles",,Gravelly sand,
14493,142991,47.83112608,-122.2616363,383.9,7,351.4,87.0,4,366.9,345.4,"Medium brown, fair sorted, medium to coarse gravelly sand with few 0.5 inch pebbles",,Gravelly sand,
14494,142991,47.83112608,-122.2616363,383.9,8,346.4,55.0,4,366.9,345.4,"Medium brown, fair sorted, medium to coarse gravelly sand with few 0.5 inch pebbles",,Gravelly sand,
14495,142992,47.8311982,-122.2619833,350.6,1,348.1,23.0,2,349.1,343.6,Medium brown to medium gray-brown medium to coarse sand with 60 percent 0.25-1 inch minus sub-angular gravel,,Sandy gravel,
14496,142992,47.8311982,-122.2619833,350.6,2,343.1,20.0,3,343.6,332.6,Pale medium brown poorly sorted silty sand with less than 10 percent 0.75 inch minus sub-angular gravel,,Silty sand,
14497,142992,47.8311982,-122.2619833,350.6,3,338.1,15.0,3,343.6,332.6,Pale medium brown poorly sorted silty sand with less than 10 percent 0.75 inch minus sub-angular gravel,,Silty sand,
14498,142992,47.8311982,-122.2619833,350.6,4,333.1,52.0,3,343.6,332.6,Pale medium brown poorly sorted silty sand with less than 10 percent 0.75 inch minus sub-angular gravel,,Silty sand,
14499,142992,47.8311982,-122.2619833,350.6,5,328.1,89.0,8,328.1,327.6,Sub-angular pebbles to 2 inch minus,,Gravel,
14500,142992,47.8311982,-122.2619833,350.6,6,323.1,55.0,10,326.6,320.6,Medium gray sandy clayey silt,,Clayey silt,
14501,142992,47.8311982,-122.2619833,350.6,7,318.1,72.0,12,318.6,311.6,"Medium orange-brown limonite stained medium gravelly silty sand, few broken pebble fragments at top of sample",,Silty sand,
14502,142992,47.8311982,-122.2619833,350.6,8,313.1,57.0,12,318.6,311.6,"Medium orange-brown limonite stained medium gravelly silty sand, few broken pebble fragments at top of sample",,Silty sand,
14503,142992,47.8311982,-122.2619833,350.6,9,308.1,64.0,14,311.1,304.1,"Medium brown, well sorted, fine to medium gray sand",,Sand,
14504,142992,47.8311982,-122.2619833,350.6,10,303.1,83.0,15,304.1,292.80000076000005,"As above, only slightly silty",,Sand,
14505,142992,47.8311982,-122.2619833,350.6,11,298.1,88.0,15,304.1,292.80000076000005,"As above, only slightly silty",,Sand,
14506,142992,47.8311982,-122.2619833,350.6,12,293.1,66.0,15,304.1,292.80000076000005,"As above, only slightly silty",,Sand,
14507,142993,47.83121468,-122.2624698,366.3,1,363.8,72.0,2,364.8,362.3,Light brown sand,,Sand,
14508,142993,47.83121468,-122.2624698,366.3,2,358.8,71.0,3,362.3,358.3,Sand with gravel transitioning to silty sand at 11 ft,,Sand,
14509,142993,47.83121468,-122.2624698,366.3,3,353.8,29.0,5,354.3,327.3,"40 percent sand, 60 percent greater than 2 inch minus gravel",,Sandy gravel,
14510,142993,47.83121468,-122.2624698,366.3,4,348.8,68.0,5,354.3,327.3,"40 percent sand, 60 percent greater than 2 inch minus gravel",,Sandy gravel,
14511,142993,47.83121468,-122.2624698,366.3,5,343.8,139.0,5,354.3,327.3,"40 percent sand, 60 percent greater than 2 inch minus gravel",,Sandy gravel,
14512,142993,47.83121468,-122.2624698,366.3,7,333.8,72.0,5,354.3,327.3,"40 percent sand, 60 percent greater than 2 inch minus gravel",,Sandy gravel,
14513,142993,47.83121468,-122.2624698,366.3,9,323.8,71.0,6,327.3,317.50000076000003,Medium blue gray poorly sorted silty sand with 5 percent 0.5 inch sub-rounded gravel,,Silty sand,
14514,142993,47.83121468,-122.2624698,366.3,10,318.8,81.0,6,327.3,317.50000076000003,Medium blue gray poorly sorted silty sand with 5 percent 0.5 inch sub-rounded gravel,,Silty sand,
14515,142994,47.83119232,-122.2627695,381.1,1,378.6,8.0,2,379.6,366.6,Medium brown silty sand with 15 percent 0.25-0.75 inch sub-rounded to sub-angular pebbles,,Silty sand,
14516,142994,47.83119232,-122.2627695,381.1,2,373.6,23.0,2,379.6,366.6,Medium brown silty sand with 15 percent 0.25-0.75 inch sub-rounded to sub-angular pebbles,,Silty sand,
14517,142994,47.83119232,-122.2627695,381.1,3,368.6,29.0,2,379.6,366.6,Medium brown silty sand with 15 percent 0.25-0.75 inch sub-rounded to sub-angular pebbles,,Silty sand,
14518,142994,47.83119232,-122.2627695,381.1,6,353.6,147.0,4,361.6,348.6,As above with little cement,,Silty sand,
14519,142994,47.83119232,-122.2627695,381.1,7,348.6,58.0,5,348.6,347.1,Medium blue gray gravel (85 percent) 0.25-0.5 inch sub-rounded and 15 percent poorly sorted silty sand,,Gravel,
14520,142995,47.83113389,-122.2630944,377.7,1,375.2,14.0,2,376.2,363.7,Medium brown medium gravelly silty sand with 10 percent gravel to 0.75 inch sub-rounded,,Silty sand,
14521,142995,47.83113389,-122.2630944,377.7,2,370.2,20.0,2,376.2,363.7,Medium brown medium gravelly silty sand with 10 percent gravel to 0.75 inch sub-rounded,,Silty sand,
14522,142995,47.83113389,-122.2630944,377.7,3,365.2,44.0,2,376.2,363.7,Medium brown medium gravelly silty sand with 10 percent gravel to 0.75 inch sub-rounded,,Silty sand,
14523,142995,47.83113389,-122.2630944,377.7,5,355.2,46.0,4,356.2,347.2,"Medium to dark brown pebbly sandy silt with few 1-2 inch fairly sorted beds of coarse gravelly sand, varved",,Sandy silt,
14524,142995,47.83113389,-122.2630944,377.7,6,350.2,43.0,4,356.2,347.2,"Medium to dark brown pebbly sandy silt with few 1-2 inch fairly sorted beds of coarse gravelly sand, varved",,Sandy silt,
14525,142995,47.83113389,-122.2630944,377.7,7,345.2,47.0,5,347.2,343.7,"Medium gray to gray, (?) massive (no bedding) sandy pebbly silt",,Gravelly silt,
14526,142996,47.83107451,-122.2634812,377.1,1,369.6,16.0,2,375.1,362.1,"Medium brown, medium gravelly silty sand with 0.75 inch sub-rounded gravel",,Silty sand,
14527,142996,47.83107451,-122.2634812,377.1,2,364.6,29.0,2,375.1,362.1,"Medium brown, medium gravelly silty sand with 0.75 inch sub-rounded gravel",,Silty sand,
14528,142996,47.83107451,-122.2634812,377.1,4,354.6,56.0,4,356.1,342.1,"Medium brown sandy silt with 10-15 percent pebbles to 2 inches sub-angular and interbedded with 0.5-2 inch beds of medium gray, fairly sorted medium grained sand, varved, silt portion is somewhat clayey",,Sandy silt,
14529,142996,47.83107451,-122.2634812,377.1,5,349.6,47.0,4,356.1,342.1,"Medium brown sandy silt with 10-15 percent pebbles to 2 inches sub-angular and interbedded with 0.5-2 inch beds of medium gray, fairly sorted medium grained sand, varved, silt portion is somewhat clayey",,Sandy silt,
14530,142996,47.83107451,-122.2634812,377.1,6,344.6,57.0,4,356.1,342.1,"Medium brown sandy silt with 10-15 percent pebbles to 2 inches sub-angular and interbedded with 0.5-2 inch beds of medium gray, fairly sorted medium grained sand, varved, silt portion is somewhat clayey",,Sandy silt,
14531,142997,47.83094933,-122.2638924,377.9,1,375.4,37.0,2,376.9,367.4,"Medium to light brown, poorly sorted, silty sand and 15 percent gravel to 1 inch sub-rounded",,Silty sand,
14532,142997,47.83094933,-122.2638924,377.9,2,370.4,27.0,2,376.9,367.4,"Medium to light brown, poorly sorted, silty sand and 15 percent gravel to 1 inch sub-rounded",,Silty sand,
14533,142997,47.83094933,-122.2638924,377.9,3,365.4,117.0,3,367.4,361.4,Broken gravel greater than 2 inches sub-rounded and blue gray coarse grained silty sand,,Gravel,
14534,142997,47.83094933,-122.2638924,377.9,4,360.4,107.0,5,360.4,345.9,"Medium grained, dark brown sandy slightly clayey silt, varved with 0.25-2.5 inch beds of gray poor to fairly sorted silty sand",,Clayey silt,
14535,142997,47.83094933,-122.2638924,377.9,5,355.4,52.0,5,360.4,345.9,"Medium grained, dark brown sandy slightly clayey silt, varved with 0.25-2.5 inch beds of gray poor to fairly sorted silty sand",,Clayey silt,
14536,143116,47.30107874,-122.1792994,114.0,1,104.0,10.0,4,105.5,103.0,"Medium dense, rounded sandy gravel",,Sandy gravel,
14537,143116,47.30107874,-122.1792994,114.0,2,98.0,19.0,5,103.0,97.0,"Medium dense, bluish gray, silty fine to coarse sand",,Silty sand,
14538,143116,47.30107874,-122.1792994,114.0,3,93.0,5.0,7,93.0,92.5,"Medium stiff, bluish gray clay with organic material in layers",,Clay,
14539,143119,47.30279414,-122.177222,75.7,1,70.7,2.0,1,75.7,66.2,"Brown silty sand, organic material present",,Silty sand,
14540,143119,47.30279414,-122.177222,75.7,2,59.7,4.0,2,66.2,55.7,"Very loose, bluish gray sand, fine to medium",,Sand,
14541,143119,47.30279414,-122.177222,75.7,3,54.7,9.0,3,55.7,28.700000000000003,"Gray sandy gravel, fine to 0.75 inch, well rounded",,Sandy gravel,
14542,143119,47.30279414,-122.177222,75.7,4,49.7,20.0,3,55.7,28.700000000000003,"Gray sandy gravel, fine to 0.75 inch, well rounded",,Sandy gravel,
14543,143119,47.30279414,-122.177222,75.7,5,44.2,31.0,3,55.7,28.700000000000003,"Gray sandy gravel, fine to 0.75 inch, well rounded",,Sandy gravel,
14544,143119,47.30279414,-122.177222,75.7,6,38.7,60.0,3,55.7,28.700000000000003,"Gray sandy gravel, fine to 0.75 inch, well rounded",,Sandy gravel,
14545,143119,47.30279414,-122.177222,75.7,7,33.2,60.0,3,55.7,28.700000000000003,"Gray sandy gravel, fine to 0.75 inch, well rounded",,Sandy gravel,
14546,143119,47.30279414,-122.177222,75.7,8,27.700000000000003,60.0,4,28.700000000000003,26.200000000000003,"Gray sand, fine to coarse and gravel fine to 0.5 inches",,Sand,
14547,143119,47.30279414,-122.177222,75.7,9,22.700000000000003,64.0,5,26.200000000000003,19.200000000000003,"Gray sandy gravel, fine to 1.5 inches",,Sandy gravel,
14548,143119,47.30279414,-122.177222,75.7,10,17.700000000000003,30.0,6,19.200000000000003,16.700000000000003,Fine gravelly sand,,Gravelly sand,
14549,143119,47.30279414,-122.177222,75.7,11,4.700000000000003,100.0,10,7.700000000000003,-26.299999999999997,"Bluish gray very stiff clay with small gravel floaters, wood and sand",,Clay,
14550,143119,47.30279414,-122.177222,75.7,12,-3.799999999999997,59.0,10,7.700000000000003,-26.299999999999997,"Bluish gray very stiff clay with small gravel floaters, wood and sand",,Clay,
14551,143119,47.30279414,-122.177222,75.7,13,-13.799999999999997,82.0,10,7.700000000000003,-26.299999999999997,"Bluish gray very stiff clay with small gravel floaters, wood and sand",,Clay,
14552,143120,47.30324215,-122.176858,85.4,1,75.4,16.0,2,81.4,72.4,"Light to dark brown mottled clay, lens of silty clay gravel floaters",,Clay,
